female,gender_not_specified,male,not_cis,asexual,bi/pan/demi_sexual,heterosexual,homosexual,queer,income,casual_dating,non_romantic_relationship,serious_dating,basic_education,graduate,undergrad,rural_location,semi_urban_location,urban_location,air_zodiac_sign,earth_zodiac_sign,fire_zodiac_sign,water_zodiac_sign,age,bio_length,likes_received,emoji_usage_rate,message_sent_count
1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,32,48,73,0.41,17
0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,1,1,0,0,0,1,0,0,47,80,180,0.25,87
0,1,0,0,1,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,1,0,50,333,4,0.33,100
0,0,1,0,0,1,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,55,33,191,0.25,7
0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,22,302,193,0.42,46
0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,0,0,0,1,0,1,0,0,28,65,160,0.25,59
1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,40,421,149,0.14,2
0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,20,396,139,0.39,86
1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,51,16,134,0.6,1
0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,50,55,107,0.4,46
0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,44,345,104,0.42,59
0,0,1,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,1,0,0,0,1,43,42,161,0.13,25
1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,50,155,22,0.25,92
0,0,1,0,0,0,0,1,0,2,0,0,1,0,1,0,1,0,0,0,1,0,0,42,118,161,0.2,6
0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,19,134,32,0.37,6
0,0,1,0,0,0,0,1,0,2,0,1,0,0,1,0,1,0,0,0,0,0,1,56,338,95,0.5,40
0,0,0,1,0,0,0,1,0,2,0,1,0,0,1,0,0,0,1,0,1,0,0,52,254,35,0.1,62
0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,37,479,128,0.6,25
0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,56,84,60,0.05,11
1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,1,0,0,1,0,0,0,33,424,179,0.37,54
0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,25,293,40,0.26,65
0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,1,1,0,0,1,0,0,0,47,250,16,0.31,45
0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,55,195,88,0.25,39
0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,21,301,139,0.15,4
0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,18,7,73,0.03,8
0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,59,39,111,0.53,61
0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,19,274,110,0.27,59
0,0,0,1,0,1,0,0,0,2,0,1,0,1,0,0,0,1,0,0,1,0,0,38,75,13,0.13,78
0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,1,0,46,204,95,0.45,69
0,0,1,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,1,18,421,111,0.1,40
0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,37,291,71,0.72,57
0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,41,258,153,0.16,43
1,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,1,0,0,1,0,48,392,103,0.45,73
0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,31,404,129,0.8,90
0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,46,375,154,0.4,14
1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,41,392,126,0.16,82
0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,20,26,68,0.26,31
0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,23,325,166,0.29,88
0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,53,108,65,0.13,30
0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,27,192,70,0.26,44
1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,29,225,109,0.39,90
0,0,0,1,0,0,1,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,1,42,234,109,0.27,8
0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,45,122,107,0.54,84
0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,19,345,105,0.19,30
1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,57,107,159,0.24,57
0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,40,336,16,0.06,11
1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,30,164,103,0.49,51
0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,23,484,70,0.23,70
0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,53,160,41,0.15,5
0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,57,354,134,0.2,80
0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,33,126,126,0.15,87
0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,58,305,125,0.27,97
0,0,1,0,1,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,1,0,0,39,87,94,0.33,98
0,1,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,1,0,0,0,1,0,41,232,190,0.08,23
0,0,1,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,1,38,324,104,0.19,6
0,1,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,1,1,0,0,0,48,409,20,0.06,43
0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,36,490,1,0.29,64
0,0,1,0,0,1,0,0,0,2,0,1,0,0,1,0,1,0,0,0,1,0,0,57,350,48,0.49,68
0,0,0,1,0,1,0,0,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,57,202,28,0.31,17
0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,24,317,82,0.2,58
0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,49,57,74,0.38,2
0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,30,154,147,0.18,22
0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,32,359,90,0.07,22
0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,18,21,150,0.33,22
0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,26,357,41,0.47,42
0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,19,310,26,0.2,18
0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,28,451,53,0.15,42
0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,26,302,51,0.22,57
0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,36,82,11,0.24,4
0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,24,273,187,0.2,96
0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,25,0,24,0.38,88
1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,37,287,52,0.42,99
0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,44,498,42,0.3,29
0,0,0,1,1,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,1,0,0,37,257,200,0.29,19
0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,0,1,0,0,0,0,1,0,48,227,157,0.23,47
0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,41,174,24,0.8,79
0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,29,427,76,0.4,50
0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,56,483,177,0.27,97
0,0,0,1,0,0,0,0,1,2,1,0,0,1,0,0,0,0,1,1,0,0,0,56,247,39,0.28,8
0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,44,388,37,0.63,12
0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,54,248,190,0.69,44
0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,58,118,42,0.22,16
0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,19,98,90,0.41,0
0,0,1,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,1,0,1,0,0,43,30,102,0.04,68
0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,23,94,63,0.29,73
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,59,431,92,0.44,47
0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,1,0,1,0,0,1,0,0,37,364,6,0.22,2
0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,1,59,221,181,0.36,23
0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,56,216,162,0.27,12
0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,20,421,124,0.21,64
0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,32,456,194,0.28,25
0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,0,1,0,0,0,1,0,0,57,428,157,0.55,98
1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,42,89,158,0.3,19
0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,51,317,22,0.19,4
1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,44,90,180,0.14,14
0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,28,181,183,0.49,50
0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,47,29,33,0.17,97
0,0,0,1,0,0,1,0,0,2,0,0,1,1,0,0,0,1,0,0,1,0,0,45,66,64,0.49,77
0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,42,111,35,0.22,33
0,1,0,0,0,0,1,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,1,55,483,151,0.45,44
0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,32,323,93,0.17,13
0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,43,148,127,0.45,76
0,0,0,1,0,0,1,0,0,2,0,1,0,1,0,0,1,0,0,1,0,0,0,52,98,75,0.13,87
0,0,0,1,0,0,0,0,1,2,0,0,1,0,1,0,0,1,0,0,0,0,1,30,268,17,0.54,86
0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,35,143,79,0.08,38
0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,36,118,63,0.22,56
1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,27,312,30,0.35,11
0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,0,0,1,0,1,0,0,0,19,491,191,0.26,28
0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,19,379,21,0.28,12
0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,33,355,135,0.56,45
0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,58,331,74,0.35,8
0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,44,470,174,0.45,33
0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,53,260,148,0.63,96
0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,18,264,80,0.09,67
1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,19,235,121,0.53,81
0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,36,466,20,0.06,26
0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,39,103,165,0.17,77
0,1,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,1,1,0,0,0,50,106,26,0.18,73
0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,52,283,103,0.19,66
0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,52,409,112,0.33,91
1,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,1,0,39,92,93,0.24,22
0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,23,434,97,0.51,66
0,1,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,1,44,343,129,0.62,26
0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,33,432,66,0.09,7
0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,53,353,110,0.31,28
0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,41,465,70,0.11,42
0,0,0,1,0,0,0,1,0,2,0,1,0,1,0,0,0,0,1,0,0,1,0,25,191,129,0.28,43
0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,1,0,1,0,0,1,0,0,56,244,41,0.25,26
0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,49,228,138,0.21,11
0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,52,80,11,0.19,48
0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,1,28,55,28,0.67,58
0,0,0,1,0,0,1,0,0,2,0,1,0,0,1,0,0,0,1,0,1,0,0,43,120,126,0.35,96
0,0,1,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,0,0,0,31,52,108,0.44,53
0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,26,398,171,0.32,31
1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,49,147,131,0.17,86
0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,19,403,100,0.27,0
0,0,0,1,0,1,0,0,0,2,0,1,0,1,0,0,0,0,1,0,1,0,0,18,301,32,0.24,88
0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,54,171,124,0.19,42
0,0,1,0,0,0,0,1,0,2,0,1,0,0,1,0,0,1,0,0,1,0,0,50,464,174,0.3,50
1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,55,427,190,0.28,81
0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,21,440,158,0.3,61
0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,52,336,154,0.28,55
0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,26,270,110,0.13,86
0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,53,94,140,0.2,86
0,0,0,1,0,0,0,1,0,2,0,0,1,0,1,0,0,1,0,0,1,0,0,22,126,77,0.49,45
0,0,0,1,0,0,0,0,1,2,0,0,1,1,0,0,0,0,1,1,0,0,0,54,472,165,0.03,26
0,0,1,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,1,0,1,0,0,32,97,6,0.53,28
0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,53,429,156,0.04,53
1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,20,231,61,0.32,94
0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,1,21,78,56,0.26,85
0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,42,477,139,0.23,97
1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,40,285,110,0.06,51
0,1,0,0,0,1,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,1,0,35,436,186,0.31,96
0,0,0,1,0,0,0,0,1,2,0,1,0,1,0,0,1,0,0,0,0,1,0,53,157,133,0.46,52
0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,24,404,73,0.24,34
1,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,1,0,0,53,71,86,0.17,86
0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,55,442,112,0.21,33
0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,45,274,137,0.02,99
0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,44,53,5,0.29,68
0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,23,463,149,0.63,16
0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,55,394,26,0.55,94
0,1,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,1,0,0,0,1,0,35,448,126,0.28,23
0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,58,308,156,0.26,32
0,0,0,1,0,0,0,1,0,2,0,0,1,0,1,0,0,1,0,1,0,0,0,34,55,175,0.58,46
0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,34,445,61,0.15,62
0,0,1,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,1,0,1,0,0,35,430,115,0.4,98
1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,34,384,140,0.49,87
0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,25,479,61,0.37,4
0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,21,279,75,0.11,27
1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,34,192,191,0.49,69
0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,44,158,62,0.39,45
0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,37,248,147,0.55,9
1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,48,137,179,0.16,67
1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,37,423,145,0.01,1
1,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,1,0,0,47,450,89,0.25,8
0,0,0,1,0,1,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,1,45,400,49,0.33,23
0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,1,46,13,62,0.15,23
0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,32,57,9,0.29,53
0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,20,401,6,0.16,28
0,0,0,1,0,1,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,1,44,213,58,0.38,86
0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,49,366,177,0.56,1
1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,41,31,43,0.21,2
0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,1,1,0,0,1,0,0,0,22,79,87,0.35,22
0,1,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,1,1,0,0,0,21,24,88,0.25,1
0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,51,123,181,0.52,49
0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,57,144,196,0.62,72
0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,24,166,14,0.12,30
0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,55,327,109,0.07,3
0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,18,435,169,0.07,85
0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,47,327,102,0.22,5
0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,51,293,45,0.18,58
0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,1,41,456,76,0.34,71
1,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,1,1,0,0,0,51,61,75,0.09,46
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,58,12,180,0.12,74
1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,31,321,7,0.29,81
0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,29,13,31,0.11,13
0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,34,146,99,0.19,48
0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,20,136,198,0.28,91
0,0,0,1,0,0,0,1,0,2,0,1,0,1,0,0,0,0,1,1,0,0,0,44,239,49,0.37,49
0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,58,251,34,0.16,85
0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,47,180,167,0.59,89
0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,25,331,32,0.2,6
0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,48,140,119,0.32,71
1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,57,66,118,0.28,23
0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,37,74,94,0.14,5
0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,18,308,91,0.28,25
0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,41,310,109,0.08,19
0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,31,36,158,0.37,100
0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,59,182,52,0.11,11
0,0,1,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,1,0,0,1,0,22,421,168,0.16,41
0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,45,394,63,0.36,93
1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,31,2,184,0.31,16
0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,54,175,16,0.11,28
0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,51,418,195,0.5,36
0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,41,107,123,0.56,65
0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,38,81,123,0.23,16
0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,58,159,159,0.05,49
1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,53,182,47,0.59,20
1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,48,248,88,0.16,18
0,0,0,1,1,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,1,0,0,57,218,123,0.3,1
0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,25,23,163,0.16,39
0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,52,156,76,0.36,74
0,0,0,1,0,1,0,0,0,2,0,1,0,1,0,0,0,0,1,0,1,0,0,31,246,163,0.43,61
0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,48,189,28,0.16,98
0,0,0,1,1,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,1,0,0,45,339,150,0.28,28
0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,55,95,89,0.59,77
0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,57,392,6,0.14,3
0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,30,100,20,0.41,60
0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,53,400,50,0.36,66
0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,43,377,10,0.33,100
1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,32,83,60,0.06,44
1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,59,39,82,0.03,87
0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,41,64,67,0.23,45
0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,22,422,1,0.11,5
1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,19,428,166,0.63,58
1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,37,426,106,0.21,13
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,25,292,86,0.19,56
0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,39,404,198,0.5,83
